Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
27/10/2022 07:42:27,Debit Card,Utilities,Water,Contribution for community street light electricity,7738,Expense,NPR
24/06/2021 15:09:50,Cash,Entertainment,Events,Dance studio rental,335,Expense,NPR
11/04/2021 01:57:26,Khalti,Utilities,Phone,Radio license fee (if applicable),6776,Expense,NPR
11/12/2020 23:32:15,Cash,Shopping,Personal Care,Kitchen utensils purchase from Ason,40737,Expense,NPR
05/11/2023 17:25:45,Net Banking,Transportation,Fuel,Night bus to Biratnagar with AC,14658,Expense,NPR
02/02/2020 21:18:13,Debit Card,Transportation,Bus,Safa tempo electric ride in core area,11802,Expense,NPR
28/07/2024 22:15:36,Cash,Entertainment,Streaming,Basket weaving class,715,Expense,NPR
29/03/2021 23:31:39,Mobile Banking,Utilities,Water,Network attached storage setup,7963,Expense,NPR
11/10/2024 03:12:49,Credit Card,Shopping,Clothing,Gift for a birthday,44680,Expense,NPR
23/11/2022 20:30:02,IME Pay,Shopping,Household,Mobile phone repair,59252,Expense,NPR
01/08/2022 14:46:35,Cash,Entertainment,Movies,Regional cinema screening,6490,Expense,NPR
21/09/2020 09:21:36,Mobile Banking,Utilities,Phone,Drip irrigation system home garden,4226,Expense,NPR
19/08/2022 07:59:56,Khalti,Food,Dining Out,Meal prep ingredients weekly,4577,Expense,NPR
28/11/2024 02:37:12,Cash,Food,Groceries,Dining at a Korean restaurant,724,Expense,NPR
06/11/2023 04:31:50,eSewa,Shopping,Clothing,Fabric for curtains,73739,Expense,NPR
06/04/2022 17:33:53,eSewa,Food,Groceries,Kachila raw meat delicacy,423,Expense,NPR
21/03/2022 05:08:57,IME Pay,Transportation,Micro,Anti-theft fuel cap purchase,3039,Expense,NPR
20/06/2020 08:54:14,Khalti,Transportation,Parking,Delivery room transport emergency,3171,Expense,NPR
26/07/2022 22:11:08,eSewa,Food,Beverages,Buff sukuti sandheko with friends,709,Expense,NPR
02/02/2020 12:04:57,Khalti,Shopping,Electronics,Buying a new car (down payment),59394,Expense,NPR
03/01/2021 07:37:45,IME Pay,Entertainment,Movies,Space camp adult,4159,Expense,NPR
12/09/2021 21:20:15,IME Pay,Health,Doctor Visit,C-section scar therapy,10620,Expense,NPR
24/05/2021 00:41:39,eSewa,Food,Dining Out,Gelato ingredients premium,2324,Expense,NPR
09/08/2022 16:43:02,Credit Card,Shopping,Electronics,Buying a new wallet,65736,Expense,NPR
01/06/2022 08:03:55,Net Banking,Transportation,Parking,Suspension upgrade kit,13857,Expense,NPR
11/11/2021 17:34:59,Khalti,Transportation,Micro,Radiator fan motor repair,533,Expense,NPR
27/08/2024 10:38:07,Net Banking,Health,Pharmacy,Blood pressure monitoring machine purchase,45498,Expense,NPR
13/03/2024 12:32:57,UPI,Education,Stationery,GRE/GMAT/SAT preparation materials,48587,Expense,NPR
14/10/2023 05:42:33,Credit Card,Entertainment,Games,Steam game purchase,3254,Expense,NPR
16/09/2022 11:15:35,Credit Card,Entertainment,Games,Bonsai tree starter,869,Expense,NPR
14/05/2022 08:12:57,IME Pay,Health,Pharmacy,Contact lens and solution purchase,22262,Expense,NPR
15/03/2022 20:51:17,IME Pay,Food,Snacks,Rosemary fresh sprigs,1523,Expense,NPR
04/05/2024 02:54:36,Mobile Banking,Utilities,Internet,Music on hold license,1671,Expense,NPR
15/01/2021 21:51:58,Khalti,Food,Groceries,Buying fresh bread from a German bakery,1465,Expense,NPR
13/01/2024 02:46:54,IME Pay,Entertainment,Games,Star gazing app premium,4154,Expense,NPR
30/09/2022 13:25:48,UPI,Education,Courses,Correction fluid or tape,41613,Expense,NPR
25/08/2022 02:08:37,Khalti,Utilities,Electricity,Solar water heater repair,3352,Expense,NPR
05/10/2023 13:32:35,Debit Card,Food,Groceries,Birthday party food items,1612,Expense,NPR
15/03/2023 19:45:24,Net Banking,Utilities,Electricity,Monthly mobile EMI (device cost),6352,Expense,NPR
16/08/2020 20:16:12,Cash,Shopping,Electronics,Mattress and pillows,31211,Expense,NPR
18/09/2020 06:42:06,Khalti,Utilities,Electricity,Satellite internet installation rural,1685,Expense,NPR
08/04/2022 18:01:23,IME Pay,Food,Groceries,Duck meat for special occasion,1038,Expense,NPR
25/02/2021 09:46:10,Cash,Entertainment,Events,Rock climbing gear purchase,8627,Expense,NPR
28/10/2020 14:47:05,UPI,Transportation,Parking,Driving license renewal fee,8072,Expense,NPR
02/08/2024 15:50:32,Net Banking,Education,Courses,School lunch program fee,16701,Expense,NPR
06/10/2024 20:43:15,Khalti,Transportation,Bus,Ambulance service charge,9227,Expense,NPR
08/09/2021 19:24:26,Mobile Banking,Health,Pharmacy,Hepatitis treatment medications,12605,Expense,NPR
14/03/2023 18:51:28,Cash,Food,Snacks,Bara and chatamari from Newari restaurant,3281,Expense,NPR
11/01/2024 12:55:25,eSewa,Food,Snacks,Chocolate bars and candies,4580,Expense,NPR
01/02/2023 14:51:23,UPI,Transportation,Bus,Lawn mower petrol,1670,Expense,NPR
14/07/2021 10:28:40,Khalti,Entertainment,Streaming,Wakeboarding session,4128,Expense,NPR
02/05/2023 13:13:26,Cash,Shopping,Electronics,Laptop purchase,87500,Expense,NPR
02/02/2024 05:13:32,IME Pay,Food,Groceries,Bhatmas sandheko (soybean salad),4741,Expense,NPR
26/02/2024 01:44:18,Debit Card,Health,Health Insurance,Internet addiction therapy,20439,Expense,NPR
22/11/2023 16:11:04,Mobile Banking,Education,Books,Typing class fee,21775,Expense,NPR
01/09/2020 00:06:58,IME Pay,Transportation,Micro,Airport shuttle bus fare,9532,Expense,NPR
23/11/2024 11:19:16,IME Pay,Food,Beverages,Anniversary celebration menu,3041,Expense,NPR
29/03/2024 08:18:28,UPI,Utilities,Electricity,Demand response program enrollment,6632,Expense,NPR
21/04/2020 02:54:54,Khalti,Education,Stationery,Engineering drawing tools purchase,4173,Expense,NPR
07/12/2024 21:03:16,Cash,Health,Lab Tests,Water birth facility charges,39877,Expense,NPR
17/07/2020 14:27:53,Cash,Health,Lab Tests,Follow-up visit to a doctor,7113,Expense,NPR
10/07/2021 04:57:45,Khalti,Food,Dining Out,Corn on the cob from street vendor,3571,Expense,NPR
02/08/2023 13:47:46,Mobile Banking,Shopping,Clothing,Lunch box,5434,Expense,NPR
14/07/2024 01:49:40,Khalti,Entertainment,Events,Adobe Creative Suite,3234,Expense,NPR
20/07/2020 23:34:16,Credit Card,Education,Books,"Subscription box for kids (e.g., science kits)",30705,Expense,NPR
08/10/2020 01:46:16,Debit Card,Health,Pharmacy,Jyotish health prediction,28784,Expense,NPR
10/02/2021 12:35:45,eSewa,Entertainment,Movies,ESPN+ sports package,6565,Expense,NPR
23/03/2023 04:12:43,UPI,Transportation,Micro,Stroller taxi transport,7528,Expense,NPR
18/10/2022 22:08:22,Credit Card,Health,Health Insurance,Free clinic donation support,22946,Expense,NPR
14/05/2021 17:43:07,Credit Card,Food,Snacks,Keto diet supplies,2381,Expense,NPR
26/10/2020 14:17:09,Mobile Banking,Education,Books,Museum visit for educational purpose,40673,Expense,NPR
28/08/2022 05:13:01,Mobile Banking,Entertainment,Events,Framing a picture or painting,196,Expense,NPR
24/05/2021 23:52:53,IME Pay,Utilities,Internet,Timer switch for appliances,4587,Expense,NPR
03/04/2024 19:08:09,UPI,Education,Courses,Student visa application fee,8176,Expense,NPR
31/01/2023 15:08:31,eSewa,Food,Dining Out,Fruits from street vendor near office,3691,Expense,NPR
23/06/2021 16:37:08,Debit Card,Education,Stationery,Project management software training,26039,Expense,NPR
18/12/2024 18:07:25,eSewa,Entertainment,Events,Podcast live recording,8252,Expense,NPR
03/04/2024 00:08:41,eSewa,Transportation,Micro,Local bus fare to Patan,12142,Expense,NPR
08/11/2024 07:18:44,Debit Card,Utilities,Gas,Satellite receiver upgrade,5178,Expense,NPR
13/03/2020 16:58:39,Net Banking,Food,Dining Out,"Spices haul: turmeric, cumin, coriander",4047,Expense,NPR
23/10/2023 09:05:57,Mobile Banking,Entertainment,Movies,Brazilian Jiu-Jitsu gi,3673,Expense,NPR
24/09/2024 19:14:42,Credit Card,Utilities,Internet,Magazine subscription renewal,330,Expense,NPR
08/09/2023 08:05:29,Mobile Banking,Shopping,Personal Care,Fabric purchase for clothing,33264,Expense,NPR
04/07/2021 23:15:00,Debit Card,Utilities,Electricity,Paying the guard's salary,5569,Expense,NPR
14/02/2024 09:32:37,Khalti,Utilities,Gas,Plumbing service charge,1280,Expense,NPR
11/09/2022 07:11:55,UPI,Education,Stationery,Buying past question papers (old is gold),47441,Expense,NPR
24/05/2023 09:30:15,IME Pay,Food,Beverages,Momo masala special,593,Expense,NPR
13/03/2021 12:43:40,Mobile Banking,Entertainment,Streaming,Beer festival entry,906,Expense,NPR
27/10/2020 04:40:38,IME Pay,Education,Tuition,Poster printing for a presentation,16293,Expense,NPR
02/04/2023 11:59:27,Debit Card,Shopping,Household,Photo frames,73022,Expense,NPR
20/04/2021 14:02:59,Khalti,Transportation,Parking,Bus to a sports stadium,11769,Expense,NPR
21/03/2023 16:49:16,Khalti,Shopping,Electronics,DIY project supplies,5373,Expense,NPR
28/02/2023 21:15:50,Khalti,Utilities,Electricity,Community water project contribution,4345,Expense,NPR
12/11/2022 19:12:13,Net Banking,Food,Snacks,Vegetable juice fresh,2717,Expense,NPR
15/11/2022 15:17:29,Cash,Education,Stationery,School uniform purchase,5078,Expense,NPR
22/10/2020 07:46:20,Cash,Health,Pharmacy,Cost of custom-made orthotics,14558,Expense,NPR
23/03/2022 03:13:17,Credit Card,Health,Pharmacy,Apolipoprotein B testing,8699,Expense,NPR
10/02/2022 15:20:47,Debit Card,Health,Doctor Visit,Surgical procedure for a pet,28066,Expense,NPR
08/04/2021 10:49:45,Net Banking,Health,Doctor Visit,Platelet-rich plasma therapy,13863,Expense,NPR
18/04/2020 07:55:57,Debit Card,Food,Beverages,Duck eggs purchase,3945,Expense,NPR
03/12/2021 22:52:14,UPI,Health,Doctor Visit,Red light therapy device,15676,Expense,NPR
29/12/2024 23:23:52,Mobile Banking,Transportation,Micro,Taxi fare for an emergency hospital visit,11634,Expense,NPR
25/08/2022 09:41:50,eSewa,Utilities,Water,Infrared thermography electrical,3358,Expense,NPR
15/03/2020 14:18:19,Mobile Banking,Health,Health Insurance,Thalassotherapy sea water treatment,38178,Expense,NPR
07/07/2020 18:12:22,Mobile Banking,Health,Doctor Visit,Varicose vein laser treatment,19587,Expense,NPR
15/06/2023 11:46:21,Khalti,Education,Courses,"Graduation ceremony fee (gown rental, photos)",42375,Expense,NPR
08/04/2021 03:33:18,Mobile Banking,Education,Tuition,Swimming lessons fee,1754,Expense,NPR
12/02/2021 23:25:09,Khalti,Utilities,Water,Heat detector kitchen,7480,Expense,NPR
31/05/2023 05:54:04,Cash,Education,Courses,Buying a dictionary or thesaurus,25900,Expense,NPR
08/02/2023 13:42:20,Khalti,Entertainment,Games,Space camp adult,7404,Expense,NPR
20/03/2021 09:20:50,IME Pay,Health,Pharmacy,Hospital foundation donation,27095,Expense,NPR
23/07/2022 16:20:54,UPI,Education,Tuition,Buying a school diary/planner,45829,Expense,NPR
15/07/2022 07:38:59,Cash,Shopping,Household,Diapers and wipes for a baby,13513,Expense,NPR
12/04/2021 03:46:58,IME Pay,Transportation,Parking,Employee transport monthly pass,426,Expense,NPR
15/09/2022 07:05:32,eSewa,Transportation,Bus,Pet taxi local,388,Expense,NPR
21/11/2021 06:20:10,Cash,Transportation,Taxi,Night bus to Biratnagar with AC,13078,Expense,NPR
08/02/2020 23:17:06,Cash,Entertainment,Movies,Cycling event registration,5262,Expense,NPR
21/03/2021 11:17:44,UPI,Utilities,Internet,Printing and scanning service at a shop,5337,Expense,NPR
04/05/2020 06:28:05,Net Banking,Shopping,Clothing,Bookshelf,69053,Expense,NPR
02/09/2022 21:39:37,Cash,Education,Stationery,Project materials cost for a college assignment,13417,Expense,NPR
08/05/2020 09:01:06,UPI,Food,Beverages,Sunflower oil bottle,423,Expense,NPR
29/01/2023 06:50:15,IME Pay,Education,Courses,Aptitude test fee,4791,Expense,NPR
11/01/2022 09:38:30,IME Pay,Utilities,Internet,4G LTE backup internet,7694,Expense,NPR
19/09/2020 21:41:22,UPI,Shopping,Personal Care,Sunglasses,53583,Expense,NPR
15/12/2020 02:51:50,UPI,Food,Groceries,Bhel puri ingredients,4634,Expense,NPR
27/09/2020 05:33:56,UPI,Entertainment,Events,Camping trip expenses,8170,Expense,NPR
19/12/2021 04:01:12,Net Banking,Transportation,Fuel,Indicator relay replacement,14525,Expense,NPR
28/06/2021 22:54:23,IME Pay,Education,Stationery,Paying for a writing or editing service for a paper,25849,Expense,NPR
24/08/2020 13:49:28,Debit Card,Shopping,Clothing,Belt purchase,83063,Expense,NPR
22/09/2023 05:00:34,Mobile Banking,Transportation,Parking,Scooter parking at office building,9743,Expense,NPR
08/06/2022 13:46:02,Credit Card,Food,Groceries,Service charge at a restaurant,4296,Expense,NPR
04/08/2021 13:21:54,Debit Card,Utilities,Phone,Power bank purchase,5261,Expense,NPR
14/01/2021 21:02:21,Debit Card,Health,Doctor Visit,IPL photofacial treatment,3891,Expense,NPR
31/08/2024 05:31:11,Khalti,Health,Doctor Visit,Partial hospitalization program,30883,Expense,NPR
10/08/2021 08:53:04,eSewa,Shopping,Electronics,International order from Amazon/AliExpress (with customs),17195,Expense,NPR
25/06/2023 18:20:58,Credit Card,Shopping,Personal Care,Blinds or curtains for windows,98216,Expense,NPR
08/11/2024 02:19:56,UPI,Entertainment,Streaming,Free diving course,1024,Expense,NPR
17/06/2021 13:14:15,Debit Card,Food,Snacks,Sports drink purchase,3749,Expense,NPR
26/03/2024 10:17:19,Credit Card,Utilities,Gas,Grid-tie inverter installation,7078,Expense,NPR
23/05/2024 22:54:51,Khalti,Health,Health Insurance,Buying a humidifier for respiratory issues,4856,Expense,NPR
31/10/2022 15:27:44,Khalti,Health,Health Insurance,Equine assisted therapy,2151,Expense,NPR
24/11/2020 16:03:56,IME Pay,Entertainment,Streaming,Visiting a water park,4782,Expense,NPR
20/11/2023 00:44:00,Credit Card,Entertainment,Streaming,5K fun run charity,6938,Expense,NPR
31/05/2023 06:30:03,Credit Card,Transportation,Micro,Diesel for commercial vehicle,1046,Expense,NPR
11/05/2024 22:38:43,IME Pay,Health,Health Insurance,Buying a humidifier for respiratory issues,35472,Expense,NPR
30/12/2023 13:22:05,Cash,Transportation,Bus,Toll plaza fast tag,10125,Expense,NPR
02/02/2020 22:51:56,Credit Card,Health,Pharmacy,Medical mission trip donation,47514,Expense,NPR
08/06/2021 13:36:29,UPI,Entertainment,Events,Contemporary dance workshop,2385,Expense,NPR
20/01/2020 09:05:57,Mobile Banking,Utilities,Electricity,Demand response program enrollment,172,Expense,NPR
14/07/2020 07:47:39,Mobile Banking,Shopping,Personal Care,"Home improvement materials (paint, tools)",17070,Expense,NPR
11/08/2020 17:33:14,Debit Card,Shopping,Clothing,Emergency light or torch,52305,Expense,NPR
19/11/2020 17:03:54,Credit Card,Shopping,Household,"Home decoration items (e.g., curtains, cushions)",16318,Expense,NPR
22/01/2022 14:46:02,Mobile Banking,Education,Stationery,"Graduation ceremony fee (gown rental, photos)",37787,Expense,NPR
23/04/2021 14:15:59,UPI,Utilities,Phone,Monthly community cleaning contribution,7906,Expense,NPR
04/06/2020 09:54:18,UPI,Shopping,Clothing,Video game purchase (physical copy or digital),82491,Expense,NPR
16/11/2024 10:22:10,eSewa,Education,Courses,Attending an educational fair or expo,47628,Expense,NPR
04/07/2022 01:59:05,eSewa,Utilities,Water,Utility locate service private,1172,Expense,NPR
13/04/2024 03:57:45,Khalti,Health,Pharmacy,Medical malpractice consultation,8234,Expense,NPR
25/05/2021 12:03:33,Cash,Transportation,Fuel,Tempo from Kalimati to New Road,5746,Expense,NPR
06/10/2023 17:15:49,Net Banking,Health,Pharmacy,Breast reconstruction surgery,33812,Expense,NPR
02/09/2022 16:24:33,Mobile Banking,Utilities,Phone,Fine for late electricity bill payment,713,Expense,NPR
16/02/2020 08:55:19,Net Banking,Entertainment,Streaming,Digital art tablet,3851,Expense,NPR
12/08/2023 16:08:26,Net Banking,Utilities,Electricity,Paying for a shared utility in a rented space,6562,Expense,NPR
02/01/2020 12:08:41,Cash,Utilities,Gas,Renewable energy cooperative fee,2421,Expense,NPR
13/11/2021 13:05:19,eSewa,Food,Snacks,Frozen yogurt supplies,4264,Expense,NPR
11/09/2021 08:40:47,Net Banking,Shopping,Personal Care,Coffee maker,39024,Expense,NPR
28/07/2023 00:42:56,IME Pay,Food,Beverages,Rasam powder purchase,4661,Expense,NPR
13/02/2024 10:38:44,IME Pay,Food,Beverages,Masala tea at a cafe,4760,Expense,NPR
26/04/2023 15:14:42,Khalti,Utilities,Internet,Public utility stock purchase,6544,Expense,NPR
22/06/2021 01:03:02,UPI,Education,Courses,Planetarium visit with school,48618,Expense,NPR
24/10/2024 01:15:46,Debit Card,Utilities,Gas,Installing a new light fixture,2023,Expense,NPR
19/12/2021 19:02:43,Cash,Education,Books,Ethical hacking course fee,14897,Expense,NPR
01/12/2024 05:55:23,Mobile Banking,Transportation,Parking,Kayak carrier rooftop,13404,Expense,NPR
31/10/2022 20:39:04,IME Pay,Entertainment,Games,Entry fee to a national park,5095,Expense,NPR
17/09/2020 02:11:17,eSewa,Transportation,Micro,Ferry ticket for Fewa Lake,363,Expense,NPR
30/07/2024 11:57:32,Mobile Banking,Transportation,Bus,Scooter parking at office building,9981,Expense,NPR
14/02/2020 06:58:11,Khalti,Health,Health Insurance,Health insurance claim processing fee,30709,Expense,NPR
13/01/2020 14:48:50,eSewa,Shopping,Clothing,Washing machine,94638,Expense,NPR
14/03/2023 16:51:45,Net Banking,Transportation,Fuel,Dash cam installation wiring,11924,Expense,NPR
22/07/2022 11:28:30,Mobile Banking,Transportation,Bus,Buying new spark plugs,9078,Expense,NPR
18/02/2021 21:08:41,Khalti,Utilities,Phone,Social media management tool,4435,Expense,NPR
20/06/2023 02:31:09,eSewa,Health,Health Insurance,Healthcare ombudsman service,9931,Expense,NPR
06/09/2022 03:34:06,Mobile Banking,Food,Beverages,Newari spice combinations,4491,Expense,NPR
16/08/2024 01:25:25,Debit Card,Entertainment,Streaming,Dice set for D&D,6596,Expense,NPR
13/10/2023 02:27:28,IME Pay,Education,Books,Sponsoring a child's education,9402,Expense,NPR
25/12/2020 01:17:38,Mobile Banking,Utilities,Electricity,AC servicing and cleaning,4712,Expense,NPR
26/09/2022 09:34:24,eSewa,Entertainment,Movies,Contemporary dance workshop,8375,Expense,NPR
08/08/2022 02:57:18,Khalti,Education,Books,Hiring a statistician for research data analysis,2893,Expense,NPR
12/05/2023 20:51:55,Credit Card,Food,Beverages,Cake decorating supplies,3059,Expense,NPR
15/08/2020 06:44:39,Net Banking,Transportation,Micro,Side step fitting charge,13107,Expense,NPR
20/09/2020 23:51:31,Cash,Health,Lab Tests,Inhaler for asthma,37434,Expense,NPR
22/12/2021 06:55:22,Cash,Education,Books,Poster printing for a presentation,5844,Expense,NPR
25/12/2020 23:39:46,Credit Card,Food,Beverages,Maithili makhana (fox nuts),3536,Expense,NPR
29/03/2020 19:57:08,Cash,Education,Courses,Subscription to an educational magazine or journal,46001,Expense,NPR
02/03/2020 00:45:39,eSewa,Education,Books,Library late return fine,17871,Expense,NPR
14/02/2020 14:18:59,UPI,Transportation,Micro,International driving permit fee,13081,Expense,NPR
31/07/2020 22:48:02,Khalti,Education,Books,Payment for a school field trip,25975,Expense,NPR
03/11/2023 13:53:03,Cash,Entertainment,Streaming,Xbox Game Pass Ultimate,2633,Expense,NPR
03/11/2020 05:19:06,Debit Card,Entertainment,Streaming,Cycling event registration,3624,Expense,NPR
09/11/2023 20:45:00,Net Banking,Entertainment,Games,Tai Chi in the park,7551,Expense,NPR
22/09/2020 04:41:50,eSewa,Health,Pharmacy,Nerve conduction studies,22902,Expense,NPR
23/03/2023 10:40:34,Debit Card,Food,Beverages,Duck eggs purchase,1494,Expense,NPR
05/05/2020 23:32:05,IME Pay,Shopping,Household,Cutlery set,6619,Expense,NPR
26/02/2020 21:56:59,Credit Card,Shopping,Clothing,Sports shoes for a morning walk,22806,Expense,NPR
08/05/2023 06:23:04,IME Pay,Health,Doctor Visit,Hydrafacial treatment session,34418,Expense,NPR
21/03/2024 18:17:26,Debit Card,Transportation,Parking,Armrest replacement,6826,Expense,NPR
20/01/2021 12:38:40,Khalti,Health,Doctor Visit,Foam roller myofascial,18076,Expense,NPR
17/08/2020 10:44:59,Mobile Banking,Education,Tuition,UI/UX design course,48777,Expense,NPR
09/11/2023 22:17:24,eSewa,Health,Lab Tests,Lymphedema therapy,1805,Expense,NPR
14/01/2024 02:49:29,Credit Card,Entertainment,Streaming,DAZN sports streaming,4448,Expense,NPR
09/08/2023 07:31:00,eSewa,Food,Groceries,Sushi dinner,3235,Expense,NPR
22/04/2023 13:42:16,Net Banking,Entertainment,Movies,Aikido seminar weekend,5057,Expense,NPR
22/01/2022 04:10:18,Khalti,Food,Snacks,Dinner at Vootoo,3997,Expense,NPR
18/11/2023 07:43:51,UPI,Shopping,Personal Care,Gift for a birthday,55779,Expense,NPR
07/11/2023 20:52:02,Cash,Shopping,Personal Care,Greeting cards,70762,Expense,NPR
19/01/2022 01:16:25,eSewa,Education,Stationery,Continuing education credits (CEC) fee,10868,Expense,NPR
17/08/2021 11:26:23,Khalti,Utilities,Internet,Utility data privacy service,3313,Expense,NPR
25/11/2021 15:19:29,Cash,Health,Pharmacy,ADHD coaching sessions,48240,Expense,NPR
25/12/2024 03:38:21,Khalti,Entertainment,Events,Herb garden starter kit,4475,Expense,NPR
19/04/2023 00:11:43,eSewa,Education,Tuition,Aptitude test fee,35528,Expense,NPR
01/09/2024 15:34:00,Mobile Banking,Transportation,Micro,Window tinting service,5569,Expense,NPR
26/11/2021 10:47:19,Debit Card,Health,Pharmacy,Vehicle hand controls,34628,Expense,NPR
11/06/2021 21:26:09,Mobile Banking,Entertainment,Movies,Collecting stamps or coins (purchase),9894,Expense,NPR
15/10/2020 04:27:47,UPI,Transportation,Taxi,GPS tracking device for vehicle,9232,Expense,NPR
05/08/2024 10:08:15,Debit Card,Utilities,Water,TV channel package upgrade,3252,Expense,NPR
11/04/2022 04:46:00,Mobile Banking,Transportation,Fuel,Fuel cap lock replacement,13076,Expense,NPR
07/09/2023 21:06:28,Debit Card,Education,Books,Thesis printing and binding cost,12298,Expense,NPR
20/08/2021 12:52:04,IME Pay,Food,Beverages,Beer and snacks at a pub,3222,Expense,NPR
27/05/2021 07:37:37,Cash,Shopping,Electronics,Handbag or purse,64077,Expense,NPR
04/06/2020 19:48:48,Credit Card,Food,Dining Out,Dhindo with ghee and pickle,2220,Expense,NPR
26/02/2023 15:13:24,Debit Card,Shopping,Personal Care,"Haircare products (oil, conditioner)",23726,Expense,NPR
24/05/2024 05:38:47,eSewa,Entertainment,Events,Speed reading course,309,Expense,NPR
14/03/2021 13:24:03,Cash,Education,Courses,Debate competition registration fee,49832,Expense,NPR
09/10/2023 23:42:07,Cash,Health,Health Insurance,Nepal Mediciti Hospital,31601,Expense,NPR
21/01/2020 04:21:49,eSewa,Health,Lab Tests,Maggot therapy wound care,40645,Expense,NPR
22/06/2020 04:15:43,Credit Card,Education,Stationery,"Fee for a vocational training course (e.g., plumbing, electrician)",6879,Expense,NPR
10/07/2023 14:36:23,Cash,Health,Doctor Visit,Postpartum depression counseling,10656,Expense,NPR
07/07/2022 00:39:34,eSewa,Shopping,Household,Sewing machine purchase or repair,96011,Expense,NPR
02/10/2024 03:20:36,Khalti,Food,Beverages,Pickle masala for achaar,4557,Expense,NPR
21/12/2022 15:19:03,Cash,Utilities,Gas,Slack paid workspace,3236,Expense,NPR
11/07/2021 13:31:25,Mobile Banking,Shopping,Personal Care,Storage containers for the kitchen,41197,Expense,NPR
27/05/2023 05:33:28,UPI,Entertainment,Streaming,Buying fireworks for a celebration,7099,Expense,NPR
13/06/2024 22:34:49,Cash,Entertainment,Games,Russian Culture Center screening,2541,Expense,NPR
17/12/2024 06:49:02,Debit Card,Transportation,Micro,Renewing public transport card,11695,Expense,NPR
30/09/2023 00:32:27,Khalti,Transportation,Parking,Fare meter calibration,2761,Expense,NPR
25/01/2024 17:59:14,Cash,Food,Dining Out,Kombucha SCOBY purchase,3275,Expense,NPR
25/12/2024 20:20:15,Mobile Banking,Entertainment,Movies,Free diving course,9695,Expense,NPR
19/05/2024 23:47:35,Mobile Banking,Education,Books,Sports coaching at school,21324,Expense,NPR
10/09/2023 18:04:28,IME Pay,Transportation,Taxi,Off-road modification approval,2528,Expense,NPR
07/12/2023 12:21:02,UPI,Shopping,Electronics,"Home decoration items (e.g., curtains, cushions)",64271,Expense,NPR
17/06/2022 01:03:19,IME Pay,Utilities,Electricity,Topping up Khalti for utility payments,3598,Expense,NPR
03/08/2020 01:43:40,Khalti,Education,Books,Fee for obtaining a recommendation letter,2265,Expense,NPR
19/05/2021 16:26:51,Credit Card,Food,Snacks,Gelato ingredients premium,2905,Expense,NPR
09/05/2023 20:33:27,Net Banking,Entertainment,Movies,Word search puzzles,6535,Expense,NPR
28/11/2020 17:41:15,Khalti,Transportation,Micro,Rickshaw ride in Thamel area,2374,Expense,NPR
02/12/2021 08:05:47,UPI,Utilities,Internet,pH testing kit water,724,Expense,NPR
17/06/2021 10:14:54,Credit Card,Shopping,Clothing,"Cleaning tools (broom, mop, vacuum cleaner)",7743,Expense,NPR
25/06/2023 09:45:11,Mobile Banking,Utilities,Electricity,Carbon credit purchase,125,Expense,NPR
24/04/2020 19:25:31,eSewa,Education,Courses,Post-it notes and sticky flags,38690,Expense,NPR
20/01/2022 04:31:32,Mobile Banking,Health,Doctor Visit,Bone marrow transplant,17488,Expense,NPR
10/03/2022 11:43:39,Khalti,Shopping,Electronics,Blinds or curtains for windows,60149,Expense,NPR
30/11/2023 14:39:41,UPI,Utilities,Electricity,Electricity for agricultural water pump,2774,Expense,NPR
17/08/2022 10:34:49,Mobile Banking,Education,Stationery,Student visa application fee,7760,Expense,NPR
23/08/2023 02:12:30,Net Banking,Food,Beverages,Hot chocolate premium,727,Expense,NPR
12/05/2022 21:13:34,Khalti,Entertainment,Events,Attending a music festival,6912,Expense,NPR
17/06/2021 00:50:28,Debit Card,Health,Doctor Visit,Kyphoplasty procedure,37774,Expense,NPR
06/10/2024 01:44:05,IME Pay,Health,Lab Tests,IPL photofacial treatment,2533,Expense,NPR
13/08/2022 06:52:46,UPI,Utilities,Gas,Community utility fund donation,1192,Expense,NPR
05/04/2021 03:56:39,Net Banking,Utilities,Phone,Ncell postpaid bill,4796,Expense,NPR
28/10/2021 12:28:58,Cash,Food,Beverages,Mushroom purchase,2645,Expense,NPR
31/07/2023 02:39:49,Cash,Transportation,Taxi,Bus fare to Dakshinkali temple,4660,Expense,NPR
04/03/2021 21:59:13,Net Banking,Shopping,Electronics,Handbag or purse,16129,Expense,NPR
19/04/2021 05:06:52,IME Pay,Health,Doctor Visit,Reiki healing session,3142,Expense,NPR
13/12/2021 00:42:58,IME Pay,Health,Pharmacy,Defibrillator implant ICD,32176,Expense,NPR
30/12/2021 17:55:45,Mobile Banking,Entertainment,Events,Underwater photography course,2122,Expense,NPR
04/07/2020 12:39:35,UPI,Shopping,Electronics,"Dental care (toothpaste, toothbrush, mouthwash)",87651,Expense,NPR
16/01/2020 03:54:02,Khalti,Entertainment,Games,Buying a portable speaker,1131,Expense,NPR
24/01/2024 13:20:11,eSewa,Health,Lab Tests,Antacid syrup or tablets,49247,Expense,NPR
15/09/2022 11:10:14,Net Banking,Education,Courses,STEM kit subscription,31182,Expense,NPR
21/11/2020 04:24:26,UPI,Health,Pharmacy,Sound healing with singing bowls,24705,Expense,NPR
